card_id,name,url,status
32,Two-headed King Rex,https://yugioh-fm-db.pages.dev/cards/32/,OK
33,Judge Man,https://yugioh-fm-db.pages.dev/cards/33/,OK
34,Saggi the Dark Clown,https://yugioh-fm-db.pages.dev/cards/34/,OK
35,Dark Magician,https://yugioh-fm-db.pages.dev/cards/35/,OK
36,The Snake Hair,https://yugioh-fm-db.pages.dev/cards/36/,OK
37,Gaia the Dragon Champion,https://yugioh-fm-db.pages.dev/cards/37/,OK
38,Gaia the Fierce Knight,https://yugioh-fm-db.pages.dev/cards/38/,OK
39,Curse of Dragon,https://yugioh-fm-db.pages.dev/cards/39/,OK
40,Dragon Piper,https://yugioh-fm-db.pages.dev/cards/40/,OK
41,Celtic Guardian,https://yugioh-fm-db.pages.dev/cards/41/,OK
42,Illusionist Faceless Mage,https://yugioh-fm-db.pages.dev/cards/42/,OK
43,Karbonala Warrior,https://yugioh-fm-db.pages.dev/cards/43/,OK
44,Rogue Doll,https://yugioh-fm-db.pages.dev/cards/44/,OK
45,Oscillo Hero #2,https://yugioh-fm-db.pages.dev/cards/45/,OK
46,Griffore,https://yugioh-fm-db.pages.dev/cards/46/,OK
47,Torike,https://yugioh-fm-db.pages.dev/cards/47/,OK
48,Sangan,https://yugioh-fm-db.pages.dev/cards/48/,OK
49,Big Insect,https://yugioh-fm-db.pages.dev/cards/49/,OK
50,Basic Insect,https://yugioh-fm-db.pages.dev/cards/50/,OK
51,Armored Lizard,https://yugioh-fm-db.pages.dev/cards/51/,OK
52,Hercules Beetle,https://yugioh-fm-db.pages.dev/cards/52/,OK
53,Killer Needle,https://yugioh-fm-db.pages.dev/cards/53/,OK
54,Gokibore,https://yugioh-fm-db.pages.dev/cards/54/,OK
55,Giant Flea,https://yugioh-fm-db.pages.dev/cards/55/,OK
56,Larvae Moth,https://yugioh-fm-db.pages.dev/cards/56/,OK
57,Great Moth,https://yugioh-fm-db.pages.dev/cards/57/,OK
58,Kuriboh,https://yugioh-fm-db.pages.dev/cards/58/,OK
59,Mammoth Graveyard,https://yugioh-fm-db.pages.dev/cards/59/,OK
60,Great White,https://yugioh-fm-db.pages.dev/cards/60/,OK
61,Wolf,https://yugioh-fm-db.pages.dev/cards/61/,OK
62,Harpie Lady,https://yugioh-fm-db.pages.dev/cards/62/,OK
63,Harpie Lady Sisters,https://yugioh-fm-db.pages.dev/cards/63/,OK
64,Tiger Axe,https://yugioh-fm-db.pages.dev/cards/64/,OK
65,Silver Fang,https://yugioh-fm-db.pages.dev/cards/65/,OK
66,Kojikocy,https://yugioh-fm-db.pages.dev/cards/66/,OK
67,Perfectly Ultimate Great Moth,https://yugioh-fm-db.pages.dev/cards/67/,OK
68,Garoozis,https://yugioh-fm-db.pages.dev/cards/68/,OK
69,Thousand Dragon,https://yugioh-fm-db.pages.dev/cards/69/,OK
70,Fiend Kraken,https://yugioh-fm-db.pages.dev/cards/70/,OK
71,Jellyfish,https://yugioh-fm-db.pages.dev/cards/71/,OK
72,Cocoon of Evolution,https://yugioh-fm-db.pages.dev/cards/72/,OK
73,Kairyu-shin,https://yugioh-fm-db.pages.dev/cards/73/,OK
74,Giant Soldier of Stone,https://yugioh-fm-db.pages.dev/cards/74/,OK
75,Man-eating Plant,https://yugioh-fm-db.pages.dev/cards/75/,OK
76,Krokodilus,https://yugioh-fm-db.pages.dev/cards/76/,OK
77,Grappler,https://yugioh-fm-db.pages.dev/cards/77/,OK
78,Axe Raider,https://yugioh-fm-db.pages.dev/cards/78/,OK
79,Megazowler,https://yugioh-fm-db.pages.dev/cards/79/,OK
80,Uraby,https://yugioh-fm-db.pages.dev/cards/80/,OK
81,Crawling Dragon #2,https://yugioh-fm-db.pages.dev/cards/81/,OK
82,Red-eyes B. Dragon,https://yugioh-fm-db.pages.dev/cards/82/,OK
83,Castle of Dark Illusions,https://yugioh-fm-db.pages.dev/cards/83/,OK
84,Reaper of the Cards,https://yugioh-fm-db.pages.dev/cards/84/,OK
85,King of Yamimakai,https://yugioh-fm-db.pages.dev/cards/85/,OK
86,Barox,https://yugioh-fm-db.pages.dev/cards/86/,OK
87,Dark Chimera,https://yugioh-fm-db.pages.dev/cards/87/,OK
88,Metal Guardian,https://yugioh-fm-db.pages.dev/cards/88/,OK
89,Catapult Turtle,https://yugioh-fm-db.pages.dev/cards/89/,OK
90,Gyakutenno Megami,https://yugioh-fm-db.pages.dev/cards/90/,OK
91,Mystic Horseman,https://yugioh-fm-db.pages.dev/cards/91/,OK
92,Rabid Horseman,https://yugioh-fm-db.pages.dev/cards/92/,OK
93,Zanki,https://yugioh-fm-db.pages.dev/cards/93/,OK
94,Crawling Dragon,https://yugioh-fm-db.pages.dev/cards/94/,OK
95,Crass Clown,https://yugioh-fm-db.pages.dev/cards/95/,OK
96,Armored Zombie,https://yugioh-fm-db.pages.dev/cards/96/,OK
97,Dragon Zombie,https://yugioh-fm-db.pages.dev/cards/97/,OK
98,Clown Zombie,https://yugioh-fm-db.pages.dev/cards/98/,OK
99,Pumpking the King of Ghosts,https://yugioh-fm-db.pages.dev/cards/99/,OK
100,Battle Warrior,https://yugioh-fm-db.pages.dev/cards/100/,OK
101,Wings of Wicked Flame,https://yugioh-fm-db.pages.dev/cards/101/,OK
102,Mask of Darkness,https://yugioh-fm-db.pages.dev/cards/102/,OK
103,Job-change Mirror,https://yugioh-fm-db.pages.dev/cards/103/,OK
104,Curtain of the Dark Ones,https://yugioh-fm-db.pages.dev/cards/104/,OK
105,Tomozaurus,https://yugioh-fm-db.pages.dev/cards/105/,OK
106,Spirit of the Winds,https://yugioh-fm-db.pages.dev/cards/106/,OK
107,Kageningen,https://yugioh-fm-db.pages.dev/cards/107/,OK
108,Graveyard and the Hand of Invitation,https://yugioh-fm-db.pages.dev/cards/108/,OK
109,Goddess with the Third Eye,https://yugioh-fm-db.pages.dev/cards/109/,OK
110,Hero of the East,https://yugioh-fm-db.pages.dev/cards/110/,OK
111,Doma The Angel of Silence,https://yugioh-fm-db.pages.dev/cards/111/,OK
112,That Which Feeds on Life,https://yugioh-fm-db.pages.dev/cards/112/,OK
113,Dark Gray,https://yugioh-fm-db.pages.dev/cards/113/,OK
114,White Magical Hat,https://yugioh-fm-db.pages.dev/cards/114/,OK
115,Kamion Wizard,https://yugioh-fm-db.pages.dev/cards/115/,OK
116,Nightmare Scorpion,https://yugioh-fm-db.pages.dev/cards/116/,OK
117,Spirit of the Books,https://yugioh-fm-db.pages.dev/cards/117/,OK
118,Supporter in the Shadows,https://yugioh-fm-db.pages.dev/cards/118/,OK
119,Trial of Nightmares,https://yugioh-fm-db.pages.dev/cards/119/,OK
120,Dream Clown,https://yugioh-fm-db.pages.dev/cards/120/,OK
121,Sleeping Lion,https://yugioh-fm-db.pages.dev/cards/121/,OK
122,Yamatano Dragon Scroll,https://yugioh-fm-db.pages.dev/cards/122/,OK
123,Dark Plant,https://yugioh-fm-db.pages.dev/cards/123/,OK
124,Ancient Tool,https://yugioh-fm-db.pages.dev/cards/124/,OK
125,Faith Bird,https://yugioh-fm-db.pages.dev/cards/125/,OK
126,Orion the Battle King,https://yugioh-fm-db.pages.dev/cards/126/,OK
127,Ansatsu,https://yugioh-fm-db.pages.dev/cards/127/,OK
128,LaMoon,https://yugioh-fm-db.pages.dev/cards/128/,OK
129,Nemuriko,https://yugioh-fm-db.pages.dev/cards/129/,OK
130,Weather Control,https://yugioh-fm-db.pages.dev/cards/130/,OK
131,Octoberser,https://yugioh-fm-db.pages.dev/cards/131/,OK
132,The 13th Grave,https://yugioh-fm-db.pages.dev/cards/132/,OK
133,Charubin the Fire Knight,https://yugioh-fm-db.pages.dev/cards/133/,OK
134,Mystical Capture Chain,https://yugioh-fm-db.pages.dev/cards/134/,OK
135,Fiend's Hand,https://yugioh-fm-db.pages.dev/cards/135/,OK
136,Witty Phantom,https://yugioh-fm-db.pages.dev/cards/136/,OK
137,Mystery Hand,https://yugioh-fm-db.pages.dev/cards/137/,OK
138,Dragon Statue,https://yugioh-fm-db.pages.dev/cards/138/,OK
139,Blue-eyed Silver Zombie,https://yugioh-fm-db.pages.dev/cards/139/,OK
140,Toad Master,https://yugioh-fm-db.pages.dev/cards/140/,OK
141,Spiked Snail,https://yugioh-fm-db.pages.dev/cards/141/,OK
142,Flame Manipulator,https://yugioh-fm-db.pages.dev/cards/142/,OK
143,Necrolancer the Timelord,https://yugioh-fm-db.pages.dev/cards/143/,OK
144,Djinn the Watcher of the Wind,https://yugioh-fm-db.pages.dev/cards/144/,OK
145,The Bewitching Phantom Thief,https://yugioh-fm-db.pages.dev/cards/145/,OK
146,Temple of Skulls,https://yugioh-fm-db.pages.dev/cards/146/,OK
147,Monster Egg,https://yugioh-fm-db.pages.dev/cards/147/,OK
148,The Shadow Who Controls the Dark,https://yugioh-fm-db.pages.dev/cards/148/,OK
149,Lord of the Lamp,https://yugioh-fm-db.pages.dev/cards/149/,OK
150,Akihiron,https://yugioh-fm-db.pages.dev/cards/150/,OK
151,Rhaimundos of the Red Sword,https://yugioh-fm-db.pages.dev/cards/151/,OK
152,The Melting Red Shadow,https://yugioh-fm-db.pages.dev/cards/152/,OK
153,Dokuroizo the Grim Reaper,https://yugioh-fm-db.pages.dev/cards/153/,OK
154,Fire Reaper,https://yugioh-fm-db.pages.dev/cards/154/,OK
155,Larvas,https://yugioh-fm-db.pages.dev/cards/155/,OK
156,Hard Armor,https://yugioh-fm-db.pages.dev/cards/156/,OK
157,Firegrass,https://yugioh-fm-db.pages.dev/cards/157/,OK
158,Man Eater,https://yugioh-fm-db.pages.dev/cards/158/,OK
159,Dig Beak,https://yugioh-fm-db.pages.dev/cards/159/,OK
160,M-warrior #1,https://yugioh-fm-db.pages.dev/cards/160/,OK
161,M-warrior #2,https://yugioh-fm-db.pages.dev/cards/161/,OK
162,Tainted Wisdom,https://yugioh-fm-db.pages.dev/cards/162/,OK
163,Lisark,https://yugioh-fm-db.pages.dev/cards/163/,OK
164,Lord of Zemia,https://yugioh-fm-db.pages.dev/cards/164/,OK
165,The Judgement Hand,https://yugioh-fm-db.pages.dev/cards/165/,OK
166,Mysterious Puppeteer,https://yugioh-fm-db.pages.dev/cards/166/,OK
167,Ancient Jar,https://yugioh-fm-db.pages.dev/cards/167/,OK
168,Darkfire Dragon,https://yugioh-fm-db.pages.dev/cards/168/,OK
169,Dark King of the Abyss,https://yugioh-fm-db.pages.dev/cards/169/,OK
170,Spirit of the Harp,https://yugioh-fm-db.pages.dev/cards/170/,OK
171,Big Eye,https://yugioh-fm-db.pages.dev/cards/171/,OK
172,Armaill,https://yugioh-fm-db.pages.dev/cards/172/,OK
173,Dark Prisoner,https://yugioh-fm-db.pages.dev/cards/173/,OK
174,Hurricail,https://yugioh-fm-db.pages.dev/cards/174/,OK
175,Ancient Brain,https://yugioh-fm-db.pages.dev/cards/175/,OK
176,Fire Eye,https://yugioh-fm-db.pages.dev/cards/176/,OK
177,Monsturtle,https://yugioh-fm-db.pages.dev/cards/177/,OK
178,Claw Reacher,https://yugioh-fm-db.pages.dev/cards/178/,OK
179,Phantom Dewan,https://yugioh-fm-db.pages.dev/cards/179/,OK
180,Arlownay,https://yugioh-fm-db.pages.dev/cards/180/,OK
181,Dark Shade,https://yugioh-fm-db.pages.dev/cards/181/,OK
182,Masked Clown,https://yugioh-fm-db.pages.dev/cards/182/,OK
183,Lucky Trinket,https://yugioh-fm-db.pages.dev/cards/183/,OK
184,Genin,https://yugioh-fm-db.pages.dev/cards/184/,OK
185,Eyearmor,https://yugioh-fm-db.pages.dev/cards/185/,OK
186,Fiend Refrection #2,https://yugioh-fm-db.pages.dev/cards/186/,OK
187,Gate Deeg,https://yugioh-fm-db.pages.dev/cards/187/,OK
188,Synchar,https://yugioh-fm-db.pages.dev/cards/188/,OK
189,Fusionist,https://yugioh-fm-db.pages.dev/cards/189/,OK
190,Akakieisu,https://yugioh-fm-db.pages.dev/cards/190/,OK
191,LaLa Li-oon,https://yugioh-fm-db.pages.dev/cards/191/,OK
192,Key Mace,https://yugioh-fm-db.pages.dev/cards/192/,OK
193,Turtle Tiger,https://yugioh-fm-db.pages.dev/cards/193/,OK
194,Terra the Terrible,https://yugioh-fm-db.pages.dev/cards/194/,OK
195,Doron,https://yugioh-fm-db.pages.dev/cards/195/,OK
196,Arma Knight,https://yugioh-fm-db.pages.dev/cards/196/,OK
197,Mech Mole Zombie,https://yugioh-fm-db.pages.dev/cards/197/,OK
198,Happy Lover,https://yugioh-fm-db.pages.dev/cards/198/,OK
199,Penguin Knight,https://yugioh-fm-db.pages.dev/cards/199/,OK
200,Petit Dragon,https://yugioh-fm-db.pages.dev/cards/200/,OK
201,Frenzied Panda,https://yugioh-fm-db.pages.dev/cards/201/,OK
202,Air Marmot of Nefariousness,https://yugioh-fm-db.pages.dev/cards/202/,OK
203,Phantom Ghost,https://yugioh-fm-db.pages.dev/cards/203/,OK
204,Mabarrel,https://yugioh-fm-db.pages.dev/cards/204/,OK
205,Dorover,https://yugioh-fm-db.pages.dev/cards/205/,OK
206,Twin Long Rods #1,https://yugioh-fm-db.pages.dev/cards/206/,OK
207,Droll Bird,https://yugioh-fm-db.pages.dev/cards/207/,OK
208,Petit Angel,https://yugioh-fm-db.pages.dev/cards/208/,OK
209,Winged Cleaver,https://yugioh-fm-db.pages.dev/cards/209/,OK
210,Hinotama Soul,https://yugioh-fm-db.pages.dev/cards/210/,OK
211,Kaminarikozou,https://yugioh-fm-db.pages.dev/cards/211/,OK
212,Meotoko,https://yugioh-fm-db.pages.dev/cards/212/,OK
213,Aqua Madoor,https://yugioh-fm-db.pages.dev/cards/213/,OK
214,Kagemusha of the Blue Flame,https://yugioh-fm-db.pages.dev/cards/214/,OK
215,Flame Ghost,https://yugioh-fm-db.pages.dev/cards/215/,OK
216,Dryad,https://yugioh-fm-db.pages.dev/cards/216/,OK
217,B. Skull Dragon,https://yugioh-fm-db.pages.dev/cards/217/,OK
218,Two-mouth Darkruler,https://yugioh-fm-db.pages.dev/cards/218/,OK
219,Solitude,https://yugioh-fm-db.pages.dev/cards/219/,OK
220,Masked Sorcerer,https://yugioh-fm-db.pages.dev/cards/220/,OK
221,Kumootoko,https://yugioh-fm-db.pages.dev/cards/221/,OK
222,Midnight Fiend,https://yugioh-fm-db.pages.dev/cards/222/,OK
223,Roaring Ocean Snake,https://yugioh-fm-db.pages.dev/cards/223/,OK
224,Trap Master,https://yugioh-fm-db.pages.dev/cards/224/,OK
225,Fiend Sword,https://yugioh-fm-db.pages.dev/cards/225/,OK
226,Skull Stalker,https://yugioh-fm-db.pages.dev/cards/226/,OK
227,Hitodenchak,https://yugioh-fm-db.pages.dev/cards/227/,OK
228,Wood Remains,https://yugioh-fm-db.pages.dev/cards/228/,OK
229,Hourglass of Life,https://yugioh-fm-db.pages.dev/cards/229/,OK
230,Rare Fish,https://yugioh-fm-db.pages.dev/cards/230/,OK
231,Wood Clown,https://yugioh-fm-db.pages.dev/cards/231/,OK
232,Madjinn Gunn,https://yugioh-fm-db.pages.dev/cards/232/,OK
233,Dark Titan of Terror,https://yugioh-fm-db.pages.dev/cards/233/,OK
234,Beautiful Headhuntress,https://yugioh-fm-db.pages.dev/cards/234/,OK
235,Wodan the Resident of the Forest,https://yugioh-fm-db.pages.dev/cards/235/,OK
236,Guardian of the Labyrinth,https://yugioh-fm-db.pages.dev/cards/236/,OK
237,Haniwa,https://yugioh-fm-db.pages.dev/cards/237/,OK
238,Yashinoki,https://yugioh-fm-db.pages.dev/cards/238/,OK
239,Vishwar Randi,https://yugioh-fm-db.pages.dev/cards/239/,OK
240,The Drdek,https://yugioh-fm-db.pages.dev/cards/240/,OK
241,Dark Assailant,https://yugioh-fm-db.pages.dev/cards/241/,OK
242,Candle of Fate,https://yugioh-fm-db.pages.dev/cards/242/,OK
243,Water Element,https://yugioh-fm-db.pages.dev/cards/243/,OK
244,Dissolverock,https://yugioh-fm-db.pages.dev/cards/244/,OK
245,Meda Bat,https://yugioh-fm-db.pages.dev/cards/245/,OK
246,One Who Hunts Souls,https://yugioh-fm-db.pages.dev/cards/246/,OK
247,Root Water,https://yugioh-fm-db.pages.dev/cards/247/,OK
248,Master & Expert,https://yugioh-fm-db.pages.dev/cards/248/,OK
249,Water Omotics,https://yugioh-fm-db.pages.dev/cards/249/,OK
250,Hyo,https://yugioh-fm-db.pages.dev/cards/250/,OK
251,Enchanting Mermaid,https://yugioh-fm-db.pages.dev/cards/251/,OK
252,Nekogal #1,https://yugioh-fm-db.pages.dev/cards/252/,OK
253,Angelwitch,https://yugioh-fm-db.pages.dev/cards/253/,OK
254,Embryonic Beast,https://yugioh-fm-db.pages.dev/cards/254/,OK
255,Prevent Rat,https://yugioh-fm-db.pages.dev/cards/255/,OK
256,Dimensional Warrior,https://yugioh-fm-db.pages.dev/cards/256/,OK
257,Stone Armadiller,https://yugioh-fm-db.pages.dev/cards/257/,OK
258,Beastking of the Swamps,https://yugioh-fm-db.pages.dev/cards/258/,OK
259,Ancient Sorcerer,https://yugioh-fm-db.pages.dev/cards/259/,OK
260,Lunar Queen Elzaim,https://yugioh-fm-db.pages.dev/cards/260/,OK
261,Wicked Mirror,https://yugioh-fm-db.pages.dev/cards/261/,OK
262,The Little Swordsman of Aile,https://yugioh-fm-db.pages.dev/cards/262/,OK
263,Rock Ogre Grotto #2,https://yugioh-fm-db.pages.dev/cards/263/,OK
264,Wing Egg Elf,https://yugioh-fm-db.pages.dev/cards/264/,OK
265,The Furious Sea King,https://yugioh-fm-db.pages.dev/cards/265/,OK
266,Princess of Tsurugi,https://yugioh-fm-db.pages.dev/cards/266/,OK
267,Unknown Warrior of Fiend,https://yugioh-fm-db.pages.dev/cards/267/,OK
268,Sectarian of Secrets,https://yugioh-fm-db.pages.dev/cards/268/,OK
269,Versago the Destroyer,https://yugioh-fm-db.pages.dev/cards/269/,OK
270,Wetha,https://yugioh-fm-db.pages.dev/cards/270/,OK
271,Megirus Light,https://yugioh-fm-db.pages.dev/cards/271/,OK
272,Mavelus,https://yugioh-fm-db.pages.dev/cards/272/,OK
273,Ancient Tree of Enlightenment,https://yugioh-fm-db.pages.dev/cards/273/,OK
274,Green Phantom King,https://yugioh-fm-db.pages.dev/cards/274/,OK
275,Ground Attacker Bugroth,https://yugioh-fm-db.pages.dev/cards/275/,OK
276,Ray & Temperature,https://yugioh-fm-db.pages.dev/cards/276/,OK
277,Gorgon Egg,https://yugioh-fm-db.pages.dev/cards/277/,OK
278,Petit Moth,https://yugioh-fm-db.pages.dev/cards/278/,OK
279,King Fog,https://yugioh-fm-db.pages.dev/cards/279/,OK
280,Protector of the Throne,https://yugioh-fm-db.pages.dev/cards/280/,OK
281,Mystic Clown,https://yugioh-fm-db.pages.dev/cards/281/,OK
282,Mystical Sheep #2,https://yugioh-fm-db.pages.dev/cards/282/,OK
283,Holograh,https://yugioh-fm-db.pages.dev/cards/283/,OK
284,Tao the Chanter,https://yugioh-fm-db.pages.dev/cards/284/,OK
285,Serpent Marauder,https://yugioh-fm-db.pages.dev/cards/285/,OK
286,Gatekeeper,https://yugioh-fm-db.pages.dev/cards/286/,OK
287,Ogre of the Black Shadow,https://yugioh-fm-db.pages.dev/cards/287/,OK
288,Dark Artist,https://yugioh-fm-db.pages.dev/cards/288/,OK
289,Change Slime,https://yugioh-fm-db.pages.dev/cards/289/,OK
290,Moon Envoy,https://yugioh-fm-db.pages.dev/cards/290/,OK
291,Fireyarou,https://yugioh-fm-db.pages.dev/cards/291/,OK
292,Psychic Kappa,https://yugioh-fm-db.pages.dev/cards/292/,OK
293,Masaki the Legendary Swordsman,https://yugioh-fm-db.pages.dev/cards/293/,OK
294,Dragoness the Wicked Knight,https://yugioh-fm-db.pages.dev/cards/294/,OK
295,Bio Plant,https://yugioh-fm-db.pages.dev/cards/295/,OK
296,One-eyed Shield Dragon,https://yugioh-fm-db.pages.dev/cards/296/,OK
297,Cyber Soldier of Darkworld,https://yugioh-fm-db.pages.dev/cards/297/,OK
298,Wicked Dragon with the Ersatz Head,https://yugioh-fm-db.pages.dev/cards/298/,OK
299,Sonic Maid,https://yugioh-fm-db.pages.dev/cards/299/,OK
300,Kurama,https://yugioh-fm-db.pages.dev/cards/300/,OK
301,Legendary Sword,https://yugioh-fm-db.pages.dev/cards/301/,OK
302,Sword of Dark Destruction,https://yugioh-fm-db.pages.dev/cards/302/,OK
303,Dark Energy,https://yugioh-fm-db.pages.dev/cards/303/,OK
304,Axe of Despair,https://yugioh-fm-db.pages.dev/cards/304/,OK
305,Laser Cannon Armor,https://yugioh-fm-db.pages.dev/cards/305/,OK
306,Insect Armor with Laser Cannon,https://yugioh-fm-db.pages.dev/cards/306/,OK
307,Elf's Light,https://yugioh-fm-db.pages.dev/cards/307/,OK
308,Beast Fangs,https://yugioh-fm-db.pages.dev/cards/308/,OK
309,Steel Shell,https://yugioh-fm-db.pages.dev/cards/309/,OK
310,Vile Germs,https://yugioh-fm-db.pages.dev/cards/310/,OK
311,Black Pendant,https://yugioh-fm-db.pages.dev/cards/311/,OK
312,Silver Bow and Arrow,https://yugioh-fm-db.pages.dev/cards/312/,OK
313,Horn of Light,https://yugioh-fm-db.pages.dev/cards/313/,OK
314,Horn of the Unicorn,https://yugioh-fm-db.pages.dev/cards/314/,OK
315,Dragon Treasure,https://yugioh-fm-db.pages.dev/cards/315/,OK
316,Electro-whip,https://yugioh-fm-db.pages.dev/cards/316/,OK
317,Cyber Shield,https://yugioh-fm-db.pages.dev/cards/317/,OK
318,Elegant Egotist,https://yugioh-fm-db.pages.dev/cards/318/,OK
319,Mystical Moon,https://yugioh-fm-db.pages.dev/cards/319/,OK
320,Stop Defense,https://yugioh-fm-db.pages.dev/cards/320/,OK
321,Malevolent Nuzzler,https://yugioh-fm-db.pages.dev/cards/321/,OK
322,Violet Crystal,https://yugioh-fm-db.pages.dev/cards/322/,OK
323,Book of Secret Arts,https://yugioh-fm-db.pages.dev/cards/323/,OK
324,Invigoration,https://yugioh-fm-db.pages.dev/cards/324/,OK
325,Machine Conversion Factory,https://yugioh-fm-db.pages.dev/cards/325/,OK
326,Raise Body Heat,https://yugioh-fm-db.pages.dev/cards/326/,OK
327,Follow Wind,https://yugioh-fm-db.pages.dev/cards/327/,OK
328,Power of Kaishin,https://yugioh-fm-db.pages.dev/cards/328/,OK
329,Dragon Capture Jar,https://yugioh-fm-db.pages.dev/cards/329/,OK
330,Forest,https://yugioh-fm-db.pages.dev/cards/330/,OK
331,Wasteland,https://yugioh-fm-db.pages.dev/cards/331/,OK
332,Mountain,https://yugioh-fm-db.pages.dev/cards/332/,OK
333,Sogen,https://yugioh-fm-db.pages.dev/cards/333/,OK
334,Umi,https://yugioh-fm-db.pages.dev/cards/334/,OK
335,Yami,https://yugioh-fm-db.pages.dev/cards/335/,OK
336,Dark Hole,https://yugioh-fm-db.pages.dev/cards/336/,OK
337,Raigeki,https://yugioh-fm-db.pages.dev/cards/337/,OK
338,Mooyan Curry,https://yugioh-fm-db.pages.dev/cards/338/,OK
339,Red Medicine,https://yugioh-fm-db.pages.dev/cards/339/,OK
340,Goblin's Secret Remedy,https://yugioh-fm-db.pages.dev/cards/340/,OK
341,Soul of the Pure,https://yugioh-fm-db.pages.dev/cards/341/,OK
342,Dian Keto the Cure Master,https://yugioh-fm-db.pages.dev/cards/342/,OK
343,Sparks,https://yugioh-fm-db.pages.dev/cards/343/,OK
344,Hinotama,https://yugioh-fm-db.pages.dev/cards/344/,OK
345,Final Flame,https://yugioh-fm-db.pages.dev/cards/345/,OK
346,Ookazi,https://yugioh-fm-db.pages.dev/cards/346/,OK
347,Tremendous Fire,https://yugioh-fm-db.pages.dev/cards/347/,OK
348,Swords of Revealing Light,https://yugioh-fm-db.pages.dev/cards/348/,OK
349,Spellbinding Circle,https://yugioh-fm-db.pages.dev/cards/349/,OK
350,Dark-piercing Light,https://yugioh-fm-db.pages.dev/cards/350/,OK
351,Yaranzo,https://yugioh-fm-db.pages.dev/cards/351/,OK
352,Kanan the Swordmistress,https://yugioh-fm-db.pages.dev/cards/352/,OK
353,Takriminos,https://yugioh-fm-db.pages.dev/cards/353/,OK
354,Stuffed Animal,https://yugioh-fm-db.pages.dev/cards/354/,OK
355,Megasonic Eye,https://yugioh-fm-db.pages.dev/cards/355/,OK
356,Super War-lion,https://yugioh-fm-db.pages.dev/cards/356/,OK
357,Yamadron,https://yugioh-fm-db.pages.dev/cards/357/,OK
358,Seiyaryu,https://yugioh-fm-db.pages.dev/cards/358/,OK
359,Three-legged Zombies,https://yugioh-fm-db.pages.dev/cards/359/,OK
360,Zera The Mant,https://yugioh-fm-db.pages.dev/cards/360/,OK
361,Flying Penguin,https://yugioh-fm-db.pages.dev/cards/361/,OK
362,Millennium Shield,https://yugioh-fm-db.pages.dev/cards/362/,OK
363,Fairy's Gift,https://yugioh-fm-db.pages.dev/cards/363/,OK
364,Black Luster Soldier,https://yugioh-fm-db.pages.dev/cards/364/,OK
365,Fiend's Mirror,https://yugioh-fm-db.pages.dev/cards/365/,OK
366,Labyrinth Wall,https://yugioh-fm-db.pages.dev/cards/366/,OK
367,Jirai Gumo,https://yugioh-fm-db.pages.dev/cards/367/,OK
368,Shadow Ghoul,https://yugioh-fm-db.pages.dev/cards/368/,OK
369,Wall Shadow,https://yugioh-fm-db.pages.dev/cards/369/,OK
