duelist_id,duelist,card_id,card,rank,rate,card_url
4,Villager1,332,Mountain,B/C/D,1.71%,https://yugioh-fm-db.pages.dev/cards/332
4,Villager1,332,Mountain,S/A TEC,1.56%,https://yugioh-fm-db.pages.dev/cards/332
4,Villager1,336,Dark Hole,S/A TEC,0.88%,https://yugioh-fm-db.pages.dev/cards/336
4,Villager1,338,Mooyan Curry,S/A POW,1.56%,https://yugioh-fm-db.pages.dev/cards/338
4,Villager1,338,Mooyan Curry,B/C/D,1.71%,https://yugioh-fm-db.pages.dev/cards/338
4,Villager1,338,Mooyan Curry,S/A TEC,1.56%,https://yugioh-fm-db.pages.dev/cards/338
4,Villager1,339,Red Medicine,B/C/D,1.71%,https://yugioh-fm-db.pages.dev/cards/339
4,Villager1,339,Red Medicine,S/A TEC,1.56%,https://yugioh-fm-db.pages.dev/cards/339
4,Villager1,340,Goblin's Secret Remedy,S/A TEC,1.56%,https://yugioh-fm-db.pages.dev/cards/340
4,Villager1,345,Final Flame,B/C/D,0.88%,https://yugioh-fm-db.pages.dev/cards/345
4,Villager1,345,Final Flame,S/A TEC,0.88%,https://yugioh-fm-db.pages.dev/cards/345
4,Villager1,350,Dark-piercing Light,B/C/D,1.71%,https://yugioh-fm-db.pages.dev/cards/350
4,Villager1,350,Dark-piercing Light,S/A TEC,1.56%,https://yugioh-fm-db.pages.dev/cards/350
4,Villager1,655,Cursebreaker,S/A POW,0.78%,https://yugioh-fm-db.pages.dev/cards/655
4,Villager1,655,Cursebreaker,B/C/D,0.88%,https://yugioh-fm-db.pages.dev/cards/655
4,Villager1,655,Cursebreaker,S/A TEC,0.98%,https://yugioh-fm-db.pages.dev/cards/655
4,Villager1,665,Curse of Millennium Shield,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/665
4,Villager1,666,Yamadron Ritual,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/666
4,Villager1,671,Zera Ritual,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/671
4,Villager1,673,War-lion Ritual,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/673
4,Villager1,674,Beastry Mirror Ritual,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/674
4,Villager1,676,Commencement Dance,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/676
4,Villager1,677,Hamburger Recipe,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/677
4,Villager1,678,Revival of Sennen Genjin,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/678
4,Villager1,679,Novox's Prayer,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/679
4,Villager1,680,Curse of Tri-Horned Dragon,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/680
4,Villager1,681,House of Adhesive Tape,S/A POW,0.78%,https://yugioh-fm-db.pages.dev/cards/681
4,Villager1,681,House of Adhesive Tape,B/C/D,0.88%,https://yugioh-fm-db.pages.dev/cards/681
4,Villager1,681,House of Adhesive Tape,S/A TEC,1.17%,https://yugioh-fm-db.pages.dev/cards/681
4,Villager1,690,Fake Trap,S/A POW,0.78%,https://yugioh-fm-db.pages.dev/cards/690
4,Villager1,690,Fake Trap,B/C/D,0.88%,https://yugioh-fm-db.pages.dev/cards/690
4,Villager1,690,Fake Trap,S/A TEC,1.07%,https://yugioh-fm-db.pages.dev/cards/690
4,Villager1,691,Revived of Serpent Night Dragon,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/691
4,Villager1,692,Turtle Oath,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/692
4,Villager1,693,Contruct of Mask,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/693
4,Villager1,694,Resurrection of Chakra,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/694
4,Villager1,695,Puppet Ritual,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/695
4,Villager1,697,Garma Sword Oath,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/697
4,Villager1,698,Cosmo Queen's Prayer,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/698
4,Villager1,699,Revival of Skeleton Rider,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/699
4,Villager1,700,Fortress Whale's Oath,S/A TEC,0.59%,https://yugioh-fm-db.pages.dev/cards/700
4,Villager1,516,Muka Muka,,0.10%,https://yugioh-fm-db.pages.dev/cards/516
4,Villager1,485,Korogashi,,0.10%,https://yugioh-fm-db.pages.dev/cards/485
4,Villager1,563,Wretched Ghost of the Attic,,0.10%,https://yugioh-fm-db.pages.dev/cards/563
4,Villager1,541,Hane-Hane,,0.10%,https://yugioh-fm-db.pages.dev/cards/541
4,Villager1,167,Ancient Jar,,5.86%,https://yugioh-fm-db.pages.dev/cards/167
4,Villager1,488,Rainbow Flower,,0.10%,https://yugioh-fm-db.pages.dev/cards/488
4,Villager1,504,Fungi of the Musk,,0.10%,https://yugioh-fm-db.pages.dev/cards/504
4,Villager1,548,Bone Mouse,,0.10%,https://yugioh-fm-db.pages.dev/cards/548
4,Villager1,558,Pot the Trick,,0.10%,https://yugioh-fm-db.pages.dev/cards/558
4,Villager1,644,Flame Viper,,0.10%,https://yugioh-fm-db.pages.dev/cards/644
4,Villager1,547,Griggle,,0.10%,https://yugioh-fm-db.pages.dev/cards/547
4,Villager1,635,Queen's Double,,0.10%,https://yugioh-fm-db.pages.dev/cards/635
4,Villager1,24,Skull Servant,,7.81%,https://yugioh-fm-db.pages.dev/cards/24
4,Villager1,58,Kuriboh,,7.81%,https://yugioh-fm-db.pages.dev/cards/58
4,Villager1,395,Dancing Elf,,7.81%,https://yugioh-fm-db.pages.dev/cards/395
4,Villager1,398,Ooguchi,,7.81%,https://yugioh-fm-db.pages.dev/cards/398
4,Villager1,469,Armed Ninja,,5.86%,https://yugioh-fm-db.pages.dev/cards/469
4,Villager1,475,Sinister Serpent,,5.86%,https://yugioh-fm-db.pages.dev/cards/475
4,Villager1,484,Ameba,,0.10%,https://yugioh-fm-db.pages.dev/cards/484
4,Villager1,527,Milus Radiant,,5.86%,https://yugioh-fm-db.pages.dev/cards/527
4,Villager1,393,Zone Eater,,7.81%,https://yugioh-fm-db.pages.dev/cards/393
4,Villager1,394,Steel Scorpion,,7.81%,https://yugioh-fm-db.pages.dev/cards/394
4,Villager1,399,Swordsman from a Foreign Land,,7.81%,https://yugioh-fm-db.pages.dev/cards/399
4,Villager1,402,Monster Eye,,5.86%,https://yugioh-fm-db.pages.dev/cards/402
4,Villager1,499,Kattapillar,,5.86%,https://yugioh-fm-db.pages.dev/cards/499
4,Villager1,339,Red Medicine,,3.13%,https://yugioh-fm-db.pages.dev/cards/339
4,Villager1,350,Dark-piercing Light,,5.86%,https://yugioh-fm-db.pages.dev/cards/350
2,Teana,543,Tongyo,S/A POW,0.59%,https://yugioh-fm-db.pages.dev/cards/543
2,Teana,570,Trakadon,S/A POW,0.29%,https://yugioh-fm-db.pages.dev/cards/570
2,Teana,566,Yormungarde,S/A POW,0.59%,https://yugioh-fm-db.pages.dev/cards/566
2,Teana,580,Patrol Robo,S/A POW,0.29%,https://yugioh-fm-db.pages.dev/cards/580
2,Teana,102,Mask of Darkness,S/A POW,0.59%,https://yugioh-fm-db.pages.dev/cards/102
2,Teana,167,Ancient Jar,S/A POW,8.79%,https://yugioh-fm-db.pages.dev/cards/167
2,Teana,167,Ancient Jar,B/C/D,8.79%,https://yugioh-fm-db.pages.dev/cards/167
2,Teana,167,Ancient Jar,S/A TEC,8.20%,https://yugioh-fm-db.pages.dev/cards/167
2,Teana,24,Skull Servant,S/A POW,8.79%,https://yugioh-fm-db.pages.dev/cards/24
2,Teana,24,Skull Servant,B/C/D,8.79%,https://yugioh-fm-db.pages.dev/cards/24
2,Teana,24,Skull Servant,S/A TEC,8.30%,https://yugioh-fm-db.pages.dev/cards/24
2,Teana,58,Kuriboh,S/A POW,8.79%,https://yugioh-fm-db.pages.dev/cards/58
2,Teana,58,Kuriboh,B/C/D,8.79%,https://yugioh-fm-db.pages.dev/cards/58
2,Teana,58,Kuriboh,S/A TEC,8.30%,https://yugioh-fm-db.pages.dev/cards/58
2,Teana,395,Dancing Elf,S/A POW,8.59%,https://yugioh-fm-db.pages.dev/cards/395
2,Teana,395,Dancing Elf,B/C/D,8.69%,https://yugioh-fm-db.pages.dev/cards/395
2,Teana,395,Dancing Elf,S/A TEC,8.30%,https://yugioh-fm-db.pages.dev/cards/395
2,Teana,398,Ooguchi,S/A POW,8.59%,https://yugioh-fm-db.pages.dev/cards/398
2,Teana,398,Ooguchi,B/C/D,8.69%,https://yugioh-fm-db.pages.dev/cards/398
2,Teana,398,Ooguchi,S/A TEC,8.30%,https://yugioh-fm-db.pages.dev/cards/398
2,Teana,469,Armed Ninja,S/A POW,8.59%,https://yugioh-fm-db.pages.dev/cards/469
2,Teana,469,Armed Ninja,B/C/D,8.69%,https://yugioh-fm-db.pages.dev/cards/469
2,Teana,469,Armed Ninja,S/A TEC,8.20%,https://yugioh-fm-db.pages.dev/cards/469
2,Teana,475,Sinister Serpent,S/A POW,8.59%,https://yugioh-fm-db.pages.dev/cards/475
2,Teana,475,Sinister Serpent,B/C/D,8.69%,https://yugioh-fm-db.pages.dev/cards/475
2,Teana,475,Sinister Serpent,S/A TEC,8.20%,https://yugioh-fm-db.pages.dev/cards/475
2,Teana,527,Milus Radiant,S/A POW,8.59%,https://yugioh-fm-db.pages.dev/cards/527
2,Teana,527,Milus Radiant,B/C/D,8.69%,https://yugioh-fm-db.pages.dev/cards/527
2,Teana,527,Milus Radiant,S/A TEC,8.20%,https://yugioh-fm-db.pages.dev/cards/527
2,Teana,393,Zone Eater,S/A POW,8.59%,https://yugioh-fm-db.pages.dev/cards/393
2,Teana,393,Zone Eater,B/C/D,8.79%,https://yugioh-fm-db.pages.dev/cards/393
2,Teana,393,Zone Eater,S/A TEC,8.30%,https://yugioh-fm-db.pages.dev/cards/393
2,Teana,399,Swordsman from a Foreign Land,S/A POW,8.59%,https://yugioh-fm-db.pages.dev/cards/399
2,Teana,399,Swordsman from a Foreign Land,B/C/D,8.69%,https://yugioh-fm-db.pages.dev/cards/399
2,Teana,399,Swordsman from a Foreign Land,S/A TEC,8.30%,https://yugioh-fm-db.pages.dev/cards/399
2,Teana,402,Monster Eye,S/A POW,8.59%,https://yugioh-fm-db.pages.dev/cards/402
2,Teana,402,Monster Eye,B/C/D,8.69%,https://yugioh-fm-db.pages.dev/cards/402
2,Teana,402,Monster Eye,S/A TEC,8.20%,https://yugioh-fm-db.pages.dev/cards/402
2,Teana,19,Right Arm of the Forbidden One,S/A POW,0.29%,https://yugioh-fm-db.pages.dev/cards/19
2,Teana,19,Right Arm of the Forbidden One,B/C/D,0.29%,https://yugioh-fm-db.pages.dev/cards/19
2,Teana,19,Right Arm of the Forbidden One,S/A TEC,0.29%,https://yugioh-fm-db.pages.dev/cards/19
2,Teana,302,Sword of Dark Destruction,S/A POW,0.78%,https://yugioh-fm-db.pages.dev/cards/302
2,Teana,302,Sword of Dark Destruction,B/C/D,0.78%,https://yugioh-fm-db.pages.dev/cards/302
2,Teana,302,Sword of Dark Destruction,S/A TEC,0.78%,https://yugioh-fm-db.pages.dev/cards/302
2,Teana,312,Silver Bow and Arrow,S/A TEC,0.73%,https://yugioh-fm-db.pages.dev/cards/312
2,Teana,313,Horn of Light,S/A TEC,0.73%,https://yugioh-fm-db.pages.dev/cards/313
2,Teana,330,Forest,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/330
2,Teana,330,Forest,B/C/D,1.46%,https://yugioh-fm-db.pages.dev/cards/330
2,Teana,330,Forest,S/A TEC,1.46%,https://yugioh-fm-db.pages.dev/cards/330
2,Teana,336,Dark Hole,S/A TEC,0.73%,https://yugioh-fm-db.pages.dev/cards/336
2,Teana,345,Final Flame,S/A TEC,0.73%,https://yugioh-fm-db.pages.dev/cards/345
2,Teana,350,Dark-piercing Light,S/A TEC,1.46%,https://yugioh-fm-db.pages.dev/cards/350
2,Teana,681,House of Adhesive Tape,B/C/D,0.68%,https://yugioh-fm-db.pages.dev/cards/681
2,Teana,681,House of Adhesive Tape,S/A TEC,0.73%,https://yugioh-fm-db.pages.dev/cards/681
2,Teana,682,Eatgaboon,S/A TEC,0.73%,https://yugioh-fm-db.pages.dev/cards/682
2,Teana,690,Fake Trap,B/C/D,0.73%,https://yugioh-fm-db.pages.dev/cards/690
2,Teana,690,Fake Trap,S/A TEC,0.73%,https://yugioh-fm-db.pages.dev/cards/690
2,Teana,699,Revival of Skeleton Rider,B/C/D,0.05%,https://yugioh-fm-db.pages.dev/cards/699
2,Teana,699,Revival of Skeleton Rider,S/A TEC,0.05%,https://yugioh-fm-db.pages.dev/cards/699
2,Teana,9,Shadow Specter,,0.10%,https://yugioh-fm-db.pages.dev/cards/9
2,Teana,56,Larvae Moth,,0.10%,https://yugioh-fm-db.pages.dev/cards/56
2,Teana,105,Tomozaurus,,0.10%,https://yugioh-fm-db.pages.dev/cards/105
2,Teana,197,Mech Mole Zombie,,0.10%,https://yugioh-fm-db.pages.dev/cards/197
2,Teana,167,Ancient Jar,,0.10%,https://yugioh-fm-db.pages.dev/cards/167
2,Teana,192,Key Mace,,0.10%,https://yugioh-fm-db.pages.dev/cards/192
2,Teana,289,Change Slime,,0.10%,https://yugioh-fm-db.pages.dev/cards/289
2,Teana,387,Mystic Lamp,,0.10%,https://yugioh-fm-db.pages.dev/cards/387
2,Teana,24,Skull Servant,,14.65%,https://yugioh-fm-db.pages.dev/cards/24
2,Teana,58,Kuriboh,,14.65%,https://yugioh-fm-db.pages.dev/cards/58
2,Teana,123,Dark Plant,,0.10%,https://yugioh-fm-db.pages.dev/cards/123
2,Teana,278,Petit Moth,,0.10%,https://yugioh-fm-db.pages.dev/cards/278
2,Teana,395,Dancing Elf,,14.65%,https://yugioh-fm-db.pages.dev/cards/395
2,Teana,397,Leghul,,0.10%,https://yugioh-fm-db.pages.dev/cards/397
2,Teana,398,Ooguchi,,0.10%,https://yugioh-fm-db.pages.dev/cards/398
2,Teana,393,Zone Eater,,19.53%,https://yugioh-fm-db.pages.dev/cards/393
2,Teana,394,Steel Scorpion,,0.10%,https://yugioh-fm-db.pages.dev/cards/394
2,Teana,399,Swordsman from a Foreign Land,,14.65%,https://yugioh-fm-db.pages.dev/cards/399
2,Teana,402,Monster Eye,,0.10%,https://yugioh-fm-db.pages.dev/cards/402
2,Teana,338,Mooyan Curry,,14.65%,https://yugioh-fm-db.pages.dev/cards/338
2,Teana,344,Hinotama,,5.86%,https://yugioh-fm-db.pages.dev/cards/344
3,Jono,581,Takuhee,S/A POW,0.10%,https://yugioh-fm-db.pages.dev/cards/581
3,Jono,570,Trakadon,S/A POW,0.29%,https://yugioh-fm-db.pages.dev/cards/570
3,Jono,607,Great Bill,S/A POW,0.10%,https://yugioh-fm-db.pages.dev/cards/607
3,Jono,4,Baby Dragon,S/A POW,0.98%,https://yugioh-fm-db.pages.dev/cards/4
3,Jono,61,Wolf,S/A POW,0.98%,https://yugioh-fm-db.pages.dev/cards/61
3,Jono,580,Patrol Robo,S/A POW,0.29%,https://yugioh-fm-db.pages.dev/cards/580
3,Jono,616,Hourglass of Courage,S/A POW,0.10%,https://yugioh-fm-db.pages.dev/cards/616
3,Jono,122,Yamatano Dragon Scroll,S/A POW,2.15%,https://yugioh-fm-db.pages.dev/cards/122
3,Jono,122,Yamatano Dragon Scroll,B/C/D,2.15%,https://yugioh-fm-db.pages.dev/cards/122
3,Jono,122,Yamatano Dragon Scroll,S/A TEC,1.95%,https://yugioh-fm-db.pages.dev/cards/122
3,Jono,174,Hurricail,S/A POW,2.15%,https://yugioh-fm-db.pages.dev/cards/174
3,Jono,174,Hurricail,B/C/D,2.15%,https://yugioh-fm-db.pages.dev/cards/174
3,Jono,174,Hurricail,S/A TEC,1.95%,https://yugioh-fm-db.pages.dev/cards/174
3,Jono,588,Living Vase,S/A POW,0.10%,https://yugioh-fm-db.pages.dev/cards/588
3,Jono,588,Living Vase,B/C/D,0.10%,https://yugioh-fm-db.pages.dev/cards/588
3,Jono,214,Kagemusha of the Blue Flame,S/A POW,2.15%,https://yugioh-fm-db.pages.dev/cards/214
3,Jono,214,Kagemusha of the Blue Flame,B/C/D,2.15%,https://yugioh-fm-db.pages.dev/cards/214
3,Jono,214,Kagemusha of the Blue Flame,S/A TEC,1.95%,https://yugioh-fm-db.pages.dev/cards/214
3,Jono,245,Meda Bat,S/A POW,2.15%,https://yugioh-fm-db.pages.dev/cards/245
3,Jono,245,Meda Bat,B/C/D,2.15%,https://yugioh-fm-db.pages.dev/cards/245
3,Jono,245,Meda Bat,S/A TEC,2.05%,https://yugioh-fm-db.pages.dev/cards/245
3,Jono,579,Abyss Flower,S/A POW,2.15%,https://yugioh-fm-db.pages.dev/cards/579
3,Jono,579,Abyss Flower,B/C/D,2.15%,https://yugioh-fm-db.pages.dev/cards/579
3,Jono,579,Abyss Flower,S/A TEC,2.05%,https://yugioh-fm-db.pages.dev/cards/579
3,Jono,100,Battle Warrior,S/A POW,0.98%,https://yugioh-fm-db.pages.dev/cards/100
3,Jono,154,Fire Reaper,S/A POW,2.15%,https://yugioh-fm-db.pages.dev/cards/154
3,Jono,154,Fire Reaper,B/C/D,2.15%,https://yugioh-fm-db.pages.dev/cards/154
3,Jono,154,Fire Reaper,S/A TEC,1.95%,https://yugioh-fm-db.pages.dev/cards/154
3,Jono,268,Sectarian of Secrets,S/A POW,2.15%,https://yugioh-fm-db.pages.dev/cards/268
3,Jono,268,Sectarian of Secrets,B/C/D,2.15%,https://yugioh-fm-db.pages.dev/cards/268
